Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,ChipRow,GR_end,tdeb_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG36,0,0.0,0.4888972854,284.9535626788208,299.1912721327942,468.0,402.0,0.0004145334435386333,50.00000000018246,0.0,75.0,0.5562436134717995,95.0,1.0,0.019231590859228948,ExpDel,50.00000000018246,0.0,2581.136364584537,0.4892956301153818,0.997,230301_ABA_P2
PPG36,1,30.0,0.4950150172,285.6035478188269,299.67248720565306,471.0,403.0,0.00043196617440892566,,,,,,,,,,,,,,230301_ABA_P2
PPG36,2,60.0,0.501471473,286.3954695233255,298.8277497283625,476.0,406.0,0.0003573295246586415,,,,,,,,,,,,,,230301_ABA_P2
PPG36,3,90.0,0.5068760026,287.3569091609404,297.4848191864732,479.0,408.9446840507835,0.0003412920059265761,,,,,,,,,,,,,,230301_ABA_P2
PPG36,4,120.0,0.5120923521999999,287.3172945414725,296.3123108045818,482.0,410.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG37,0,0.0,0.4667240359999999,340.44320753224616,249.2780532935515,359.0,451.0,0.0005022243551817007,50.0000000001,0.0,79.0,0.5730951394195063,95.0,1.0,0.021595277454584488,ExpDel,50.0000000001,0.0,2528.3760752982735,0.46765012938434936,0.992,230301_ABA_P2
PPG37,1,30.0,0.473809013,341.1501954726648,249.67175071050437,361.0,457.0,0.000405422264931553,,,,,,,,,,,,,,230301_ABA_P2
PPG37,2,60.0,0.4796068388,342.01075116503364,248.6526554391716,362.0,457.0,0.00037585743583971165,,,,,,,,,,,,,,230301_ABA_P2
PPG37,3,90.0,0.4850452407999999,343.78379683019404,246.67698242447588,364.0,460.9715263788116,0.0003084268868789965,,,,,,,,,,,,,,230301_ABA_P2
PPG37,4,120.0,0.4895540336,343.2960820523722,245.92318509163184,367.0,466.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG38,0,0.0,0.4216643349999999,303.9177933417996,258.33504678561485,393.0,393.0,-2.0535166185033564e-05,91.64276796832421,1.0,88.0,0.3018070408892348,95.0,1.0,0.0015715560797573468,ExpDel,91.64276796832421,1.0,3034.5492326512126,0.4215344908367696,0.998,230301_ABA_P2
PPG38,1,30.0,0.4214046466,305.53864865863096,256.1693484489976,390.0,397.0,0.00019931154339248712,,,,,,,,,,,,,,230301_ABA_P2
PPG38,2,60.0,0.4239319039999999,306.3890180921827,255.1526663234652,391.0,400.0,0.00036685560537114473,,,,,,,,,,,,,,230301_ABA_P2
PPG38,3,90.0,0.4286232313999999,308.30963534096054,253.55713701965144,395.0,400.0,0.00029272090878038726,,,,,,,,,,,,,,230301_ABA_P2
PPG38,4,120.0,0.4324037676,307.6186048480622,252.2813893288418,397.0,403.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG39,0,0.0,0.2992494814,306.83974795237754,244.81740772553084,287.0,376.0,0.000517294574914802,50.26282895175994,0.0,85.0,0.6975161833952822,95.0,1.0,0.023145775858119583,ExpDel,50.26282895175994,0.0,2049.4735585434755,0.2994671318947577,0.999,230301_ABA_P2
PPG39,1,30.0,0.3039295179999999,307.374159785429,245.44615814291845,289.0,380.0,0.0004925125780964866,,,,,,,,,,,,,,230301_ABA_P2
PPG39,2,60.0,0.3084533652,307.69355931647686,245.5270723705276,290.0,383.0,0.0005089848137173746,,,,,,,,,,,,,,230301_ABA_P2
PPG39,3,90.0,0.3131992648,308.5434790851773,243.78364451858965,292.0,386.0,0.0004187529871471207,,,,,,,,,,,,,,230301_ABA_P2
PPG39,4,120.0,0.3171585719999999,308.42266631111363,243.1928710959473,293.0,389.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG40,0,0.0,0.3438481414,253.9772116718289,248.7742385005301,409.0,349.0,0.00025370054254581506,64.4355517960799,0.0,85.0,0.6541012698903812,95.0,1.0,0.015944450655598744,ExpDel,64.4355517960799,0.0,1949.9411984515907,0.34384814084115134,0.999,230301_ABA_P2
PPG40,1,30.0,0.3464751342,255.071171963042,251.3899254159006,414.0,348.0,0.0005622825005143,,,,,,,,,,,,,,230301_ABA_P2
PPG40,2,60.0,0.3523689317999999,255.93827097293945,255.36920480798065,419.0,350.0,0.0004387655786709015,,,,,,,,,,,,,,230301_ABA_P2
PPG40,3,90.0,0.3570376776,256.8717835737632,256.2220042381706,422.0,350.9373431892974,0.000562199350186709,,,,,,,,,,,,,,230301_ABA_P2
PPG40,4,120.0,0.3631102462,254.07959993896029,255.58802975419923,425.0,355.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG41,0,0.0,0.292864534,259.8333036959576,261.87681431519434,319.0,339.0,-0.00015650697626050456,95.99690904938186,2.0,97.0,0.5940789696268235,95.0,1.0,-0.0011397912631602707,ExpDel,95.99690904938186,2.0,1399.527694473054,0.2921786179356837,0.992,230301_ABA_P2
PPG41,1,30.0,0.2914927018,260.5908597957051,258.0952591038033,317.0,342.0,0.000374481138778625,,,,,,,,,,,,,,230301_ABA_P2
PPG41,2,60.0,0.2947858518,262.2018274934976,255.00018780957905,317.0,343.0,0.0008235289443577996,,,,,,,,,,,,,,230301_ABA_P2
PPG41,3,90.0,0.3021587442,264.6551398734337,251.33960426516052,323.0,346.0,0.0006087162531985898,,,,,,,,,,,,,,230301_ABA_P2
PPG41,4,120.0,0.3077269904,265.4843692310329,250.0266228564693,327.0,347.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG42,0,0.0,0.3604286812,255.4395982174752,289.6785406734744,353.0,338.0,0.0005304111543534087,50.0001072401872,0.0,13.0,0.7403801346042701,95.0,1.0,0.02388951085148683,ExpDel,50.0001072401872,0.0,1957.9055557393672,0.36051885216501456,1.0,230301_ABA_P2
PPG42,1,30.0,0.3662095708,257.9288983983587,290.5855605728499,356.0,342.0,0.0005065838600495329,,,,,,,,,,,,,,230301_ABA_P2
PPG42,2,60.0,0.3718173348,260.7789472078469,289.5017824683294,357.0,347.0,0.0004883604410377365,,,,,,,,,,,,,,230301_ABA_P2
PPG42,3,90.0,0.3773046636,265.38131631491603,287.5510775698826,358.0,353.0,0.0005312560295711832,,,,,,,,,,,,,,230301_ABA_P2
PPG42,4,120.0,0.3833659414,267.2734287016058,286.3561476624359,358.0,357.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG43,0,0.0,0.4969589166,306.6397347348302,335.6910672324585,452.0,404.0,0.0010949131533934,50.0000000001,0.0,20.0,1.0796144940880688,95.0,1.0,0.04759580040993034,ExpDel,50.0000000001,0.0,1351.7376431146754,0.5005787089816774,0.97,230301_ABA_P2
PPG43,1,30.0,0.5135507471999999,313.6798047812828,341.05964542677816,456.0,406.0,0.0008506234597857159,,,,,,,,,,,,,,230301_ABA_P2
PPG43,2,60.0,0.5268230826,310.415469837793,339.9202943697068,460.0,414.5096895654853,0.0006195765003510267,,,,,,,,,,,,,,230301_ABA_P2
PPG43,3,90.0,0.5367062962,309.4832444187448,339.3998077072782,463.0,418.0,0.0004338160367144924,,,,,,,,,,,,,,230301_ABA_P2
PPG43,4,120.0,0.543736701,309.9869726162223,342.173714233021,467.0,419.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG46,0,0.0,0.4124359878,288.93358582122494,244.4816062670957,385.0,419.0,0.00041940646500124176,50.00002444538394,0.0,37.0,0.5368720248283773,95.0,1.0,0.018918642781859465,ExpDel,50.00002444538394,0.0,2703.7097454065456,0.4128520277442155,0.997,230301_ABA_P2
PPG46,1,30.0,0.4176579828,289.45886749222564,244.8360247223944,386.0,422.0,0.00039638886219653396,,,,,,,,,,,,,,230301_ABA_P2
PPG46,2,60.0,0.4226541618,290.0997774940421,244.56917836317703,391.0,424.0,0.0003243334373398912,,,,,,,,,,,,,,230301_ABA_P2
PPG46,3,90.0,0.4267865945999999,290.98931980117555,242.7928259011659,392.0,426.0,0.00035118241554115884,,,,,,,,,,,,,,230301_ABA_P2
PPG46,4,120.0,0.4313066781999999,291.4947442620937,242.38488820221176,395.0,428.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG47,0,0.0,0.4227275519999999,343.0846710590304,255.8727664530047,368.0,486.0,0.00041218925204380557,50.0000000001,0.0,43.0,0.5309350647947314,95.0,1.0,0.02054458562271122,ExpDel,50.0000000001,0.0,2738.550221322546,0.423404296821522,0.985,230301_ABA_P2
PPG47,1,30.0,0.4279871829999999,343.2745700723566,256.00481876147745,368.0,490.0,0.0004956519477267712,,,,,,,,,,,,,,230301_ABA_P2
PPG47,2,60.0,0.4343984756,344.6271370572311,256.1681327567261,373.0,493.0,0.00021518183036268952,,,,,,,,,,,,,,230301_ABA_P2
PPG47,3,90.0,0.4372117666,346.59282643581355,254.31252078105965,374.0,496.0,0.0003517965942965431,,,,,,,,,,,,,,230301_ABA_P2
PPG47,4,120.0,0.4418504035999999,347.13674642622044,253.89025020848047,375.0,498.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG48,0,0.0,0.342412328,306.1277662922125,222.05704085196888,308.0,424.0,0.0002992720902068855,50.0000000001,0.0,47.0,0.31675707247392143,95.0,1.0,0.013158916402348949,ExpDel,50.0000000001,0.0,4487.5052843151325,0.34300266124360035,0.972,230301_ABA_P2
PPG48,1,30.0,0.3455003618,305.86685894274376,220.5203799187981,307.0,426.0,0.00026312130512314556,,,,,,,,,,,,,,230301_ABA_P2
PPG48,2,60.0,0.3482383807999999,306.18656622517153,218.5446858434962,309.0,428.0,0.00021133794752029923,,,,,,,,,,,,,,230301_ABA_P2
PPG48,3,90.0,0.3504532594,307.1683773941781,215.587772908479,309.0,430.0,0.00010614941402167368,,,,,,,,,,,,,,230301_ABA_P2
PPG48,4,120.0,0.3515710486,306.57202266186624,213.9552774585771,310.0,429.9342332572946,,,,,,,,,,,,,,,230301_ABA_P2
PPG49,0,0.0,0.1886448046,204.4062659978382,230.11424064219787,261.0,265.0,0.0007802528879493248,50.00000000126731,0.0,60.0,0.8289255116598988,95.0,1.0,0.037512130751330364,ExpDel,50.00000000126731,0.0,1798.7770739271884,0.18963761395300535,0.96,230301_ABA_P2
PPG49,1,30.0,0.1931121978,206.9155236691697,229.2580709022533,265.0,267.0,0.000797000786418963,,,,,,,,,,,,,,230301_ABA_P2
PPG49,2,60.0,0.1977847072,208.3003843117692,227.61462571266424,270.0,268.0,0.00019479289487317575,,,,,,,,,,,,,,230301_ABA_P2
PPG49,3,90.0,0.1989438959999999,213.38346451553653,226.369055129399,272.0,268.0,0.0005305242964804773,,,,,,,,,,,,,,230301_ABA_P2
PPG49,4,120.0,0.2021354288,212.50314848586729,225.985207945158,273.0,271.0,,,,,,,,,,,,,,,230301_ABA_P2
PPG51,0,0.0,0.4575728426,313.20237354961296,273.4707616969641,449.0,402.0,0.00033893471260469275,50.00001161971234,0.0,69.0,0.44936442137099286,95.0,1.0,0.01517326547985786,ExpDel,50.00001161971234,0.0,3168.3194381731787,0.45784708710526584,0.997,230301_ABA_P2
PPG51,1,30.0,0.4622491156,313.7204235812544,273.7220457455171,452.0,404.9925598153936,0.0003278643855970658,,,,,,,,,,,,,,230301_ABA_P2
PPG51,2,60.0,0.466818126,313.88911829413786,273.42904818988865,456.0,406.0,0.00033531515165959546,,,,,,,,,,,,,,230301_ABA_P2
PPG51,3,90.0,0.4715376803999999,314.3661665441089,271.2566205914587,459.0,408.0,0.0002461202539469594,,,,,,,,,,,,,,230301_ABA_P2
PPG51,4,120.0,0.4750321829999999,314.8113865931583,270.3091562559628,461.0,409.0,,,,,,,,,,,,,,,230301_ABA_P2
