Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,AreaNorm,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG13,73,2190.0,0.503494408,388.14012254770944,304.3519772568841,452.0,416.0,2.246364643852638,0.0004507944363624865,,,,,,,,,,,,,,,,220722_ABA
PPG13,74,2220.0,0.5105963212,387.1613086754142,305.632456113277,453.0,421.0,2.278050172952278,0.00043619324081069455,,,,,,,,,,,,,,,,220722_ABA
PPG13,75,2250.0,0.5173613922,386.6785526926403,307.4126113228927,456.0,426.0,2.3082328642912318,0.0004204921958307873,,,,,,,,,,,,,,,,220722_ABA
PPG13,76,2280.0,0.5236146136,386.3009926652029,308.74124576561974,457.0,431.0,2.336131913893273,0.0004060733013288154,,,,,,,,,,,,,,,,220722_ABA
PPG13,77,2310.0,0.5313563388,395.5977521719893,296.99100305421507,450.0,438.0,2.3706719951640527,0.0003850573057630894,,,,,,,,,,,,,,,,220722_ABA
PPG13,78,2340.0,0.536792859,396.22879292996754,298.2022121689235,452.0,443.0,2.3949272928770524,0.0003665569588680532,,,,,,,,,,,,,,,,220722_ABA
PPG13,79,2370.0,0.5424156774,396.14719489833135,299.14673895458134,454.0,446.0,2.4200137690163546,0.0003529957141862862,,,,,,,,,,,,,,,,220722_ABA
PPG13,80,2400.0,0.548187158,396.2694450896769,300.16069542800176,455.0,450.0,2.4457635087483625,0.0003398254786486131,,,,,,,,,,,,,,,,220722_ABA
PPG13,81,2430.0,0.5538175035999999,397.1565137882162,299.3179400736914,457.0,455.0,2.470883567854384,0.00032721680341593477,,,,,,,,,,,,,,,,220722_ABA
PPG13,82,2460.0,0.5599615806,398.66187479584335,299.6900801189768,459.0,459.0,2.4982956644389964,0.00031724716411673517,,,,,,,,,,,,,,,,220722_ABA
PPG13,83,2490.0,0.56369319,398.6249080763729,300.97017133309373,459.0,462.0,2.5149444201900795,0.0003118034250635181,,,,,,,,,,,,,,,,220722_ABA
PPG13,84,2520.0,0.570589987,399.60512319964073,298.0274553880354,461.0,468.0,2.54571481344662,0.0003014355261508926,,,,,,,,,,,,,,,,220722_ABA
PPG13,85,2550.0,0.575614393,399.64820103723184,297.39674514900094,462.0,472.0,2.568131443731739,0.0002894072229545788,,,,,,,,,,,,,,,,220722_ABA
PPG13,86,2580.0,0.5797355350000001,399.26976730411945,301.22752550325606,463.0,476.0,2.586518118010545,0.00028219774936738524,,,,,,,,,,,,,,,,220722_ABA
PPG13,87,2610.0,0.5856142781999999,398.2816577602566,298.97717189724983,465.0,482.5086783874051,2.6127464150183024,0.00027408781177847604,,,,,,,,,,,,,,,,220722_ABA
PPG13,88,2640.0,0.5908024007999999,399.45131644155566,298.07305265624734,467.0,485.59960767853073,2.635893474829566,0.00027016223640782616,,,,,,,,,,,,,,,,220722_ABA
PPG13,89,2670.0,0.594093669,399.0470317719309,302.3010090286482,467.0,489.0,2.650577627027572,0.00027470746005118596,,,,,,,,,,,,,,,,220722_ABA
PPG13,90,2700.0,0.600209519,400.19396574561495,298.33436971387994,469.0,495.0,2.6778637874869866,0.00028189602425411083,,,,,,,,,,,,,,,,220722_ABA
PPG13,91,2730.0,0.6052019344,401.907680983965,298.3050453318343,470.0,499.0,2.700137690163549,0.0002904491900566642,,,,,,,,,,,,,,,,220722_ABA
PPG13,92,2760.0,0.608216578,401.95613001915206,301.42458822187245,472.0,504.0,2.7135876683346205,0.00030119943242225744,,,,,,,,,,,,,,,,220722_ABA
PPG13,93,2790.0,0.6153090821999999,402.1462354959105,298.2628608204733,473.0,510.8554935008621,2.745231218725862,0.0003076733057231031,,,,,,,,,,,,,,,,220722_ABA
PPG13,94,2820.0,0.6214983223999999,401.7646018389121,300.47833522780206,473.0,515.0,2.77284481311079,0.00030695624938613007,,,,,,,,,,,,,,,,220722_ABA
PPG13,95,2850.0,0.6284892094,398.04080117052257,300.6958789395599,454.0,523.7975751159713,2.8040349934513213,0.000300958330335544,,,,,,,,,,,,,,,,220722_ABA
PPG13,96,2880.0,0.6326705690000001,395.7792817430444,304.4670120625853,445.0,529.0,2.822690331463882,0.00029607595299027234,,,,,,,,,,,,,,,,220722_ABA
PPG13,97,2910.0,0.6388936816,396.3832522243224,304.0818122186545,447.0,534.0,2.8504550491990464,0.0002875321015752492,,,,,,,,,,,,,,,,220722_ABA
PPG13,98,2940.0,0.6444713367999999,398.025397504317,304.2019826679468,448.0,537.0,2.8753400275380323,0.0002777385838334295,,,,,,,,,,,,,,,,220722_ABA
PPG13,99,2970.0,0.6490290564,397.6131239377899,305.36068135727623,449.0,541.0,2.8956745138865565,0.0002735204596215263,,,,,,,,,,,,,,,,220722_ABA
PPG13,100,3000.0,0.6533157968,396.9887849397553,307.38146936893804,449.0,545.0,2.9148000134331866,0.00027232379268356943,,,,,,,,,,,,,,,,220722_ABA
PPG13,101,3030.0,0.6602201209999999,396.5583086106939,309.2493476635833,449.0,551.0,2.945603989656446,0.00027107435926478166,,,,,,,,,,,,,,,,220722_ABA
PPG13,102,3060.0,0.6668911019999999,397.925330819676,307.9846372070167,451.0,556.0,2.975366893911408,0.00026977600694905304,,,,,,,,,,,,,,,,220722_ABA
PPG13,103,3090.0,0.6708353548,396.7505392679871,309.4651577027458,450.0,560.0,2.992964368472311,0.0002669738501752337,,,,,,,,,,,,,,,,220722_ABA
PPG13,104,3120.0,0.6761081583999999,396.766503961082,310.3050598119908,451.0,564.0,3.016489236659166,0.0002636899460367801,,,,,,,,,,,,,,,,220722_ABA
PPG13,105,3150.0,0.6812417088,396.3660362388256,312.0634922623168,452.0,569.0,3.0393928199617157,0.00026006619649302534,,,,,,,,,,,,,,,,220722_ABA
PPG13,106,3180.0,0.6867121013999999,396.9168246362608,313.4702713093208,452.0,573.0,3.063799241024952,0.0002573522301013262,,,,,,,,,,,,,,,,220722_ABA
PPG13,107,3210.0,0.6923273926,397.4901739101792,315.2475565242848,453.0,578.0,3.088852134197535,0.0002561860871312694,,,,,,,,,,,,,,,,220722_ABA
PPG13,108,3240.0,0.6990473004,397.7035019506199,314.1723489566288,454.0,583.0,3.118833327736172,0.0002571864300042384,,,,,,,,,,,,,,,,220722_ABA
PPG13,109,3270.0,0.7030348345999999,398.2034448527507,316.3806589534473,455.0,587.0,3.1366239043557105,0.0002609535231525753,,,,,,,,,,,,,,,,220722_ABA
PPG13,110,3300.0,0.7082417751999999,398.2484239417369,317.620301467408,456.0,590.0,3.159854921583772,,,,,,,,,,,,,,,,,220722_ABA
PPG14,0,0.0,0.1940756794,426.32941917490473,175.06184789492897,223.0,317.0,1.0,0.0001687851471345064,309.7783621339159,9.0,0.025800064678926725,0.0,0.2877963448892187,105.0,,2.0,0.00957123674391387,ExpDel,309.7783621339159,9.0,3379.2582186640425,0.19660331383959087,0.988,220722_ABA
PPG14,1,30.0,0.1954418661999999,416.9801664951151,209.5673095900206,223.0,318.0,1.00703945390903,0.00010986175952928762,,,,,,,,,,,,,,,,220722_ABA
PPG14,2,60.0,0.1958615075999999,411.5325540325269,224.57908794811092,224.0,318.0,1.009201710412768,6.887377789394838e-05,,,,,,,,,,,,,,,,220722_ABA
PPG14,3,90.0,0.1962228132,408.90439147495374,231.39270695739955,224.0,318.0,1.011063384173834,4.4779211345888536e-05,,,,,,,,,,,,,,,,220722_ABA
PPG14,4,120.0,0.196497556,407.55064558859806,236.56217897242587,224.0,318.0,1.0124790319296442,3.6697971679783535e-05,,,,,,,,,,,,,,,,220722_ABA
PPG14,5,150.0,0.1967817078,406.9368034427536,241.1420057354769,224.0,318.0,1.0139431607729823,4.383381768630984e-05,,,,,,,,,,,,,,,,220722_ABA
PPG14,6,180.0,0.1969021429999999,406.2389593022858,244.61010528094224,224.0,319.0,1.0145637186933376,6.980792774297052e-05,,,,,,,,,,,,,,,,220722_ABA
PPG14,7,210.0,0.1974892646,406.2811613527992,245.1924801318226,225.0,318.0,1.0175889385550696,0.0001105606944810283,,,,,,,,,,,,,,,,220722_ABA
PPG14,8,240.0,0.1977941161999999,402.7810906452156,248.03646872059448,226.0,319.0,1.0191597257909688,0.00016131824474949663,,,,,,,,,,,,,,,,220722_ABA
PPG14,9,270.0,0.1989062599999999,403.0333836129861,250.64092356666976,228.0,319.0,1.0248901903367496,0.00021074970632751477,,,,,,,,,,,,,,,,220722_ABA
PPG14,10,300.0,0.199696616,402.26619161362777,253.0399132847904,229.0,320.0,1.028962601689081,0.00025335085218590784,,,,,,,,,,,,,,,,220722_ABA
PPG14,11,330.0,0.2014241084,402.235364703429,255.21841404312107,230.0,321.0,1.037863729359177,0.0002808931755390598,,,,,,,,,,,,,,,,220722_ABA
PPG14,12,360.0,0.2035750058,402.29946367175006,256.6251003991593,232.0,322.0,1.048946505968022,0.0002906995917093593,,,,,,,,,,,,,,,,220722_ABA
PPG14,13,390.0,0.2057164942,404.0784770474715,255.7729528926759,234.0,324.0,1.0599808014893388,0.0002850390001712145,,,,,,,,,,,,,,,,220722_ABA
PPG14,14,420.0,0.2076698026,405.3542578935525,256.88278691481406,234.0,326.0,1.070045475260101,0.00026467322855088947,,,,,,,,,,,,,,,,220722_ABA
PPG14,15,450.0,0.2091319612,405.51421460733695,257.21860341928624,236.0,328.0,1.0775794362619142,0.00023630842605656559,,,,,,,,,,,,,,,,220722_ABA
PPG14,16,480.0,0.2102008236,405.0436418638602,257.8131701503967,236.0,329.0,1.0830868878050672,0.0002108104404354905,,,,,,,,,,,,,,,,220722_ABA
PPG14,17,510.0,0.2112320499999999,404.4497020210967,259.93373012844927,237.0,330.0,1.088400414998109,0.00019361965935937557,,,,,,,,,,,,,,,,220722_ABA
PPG14,18,540.0,0.2125662462,403.3298481324995,263.1439723011192,239.0,331.0,1.095275033209545,0.00018509165199803807,,,,,,,,,,,,,,,,220722_ABA
PPG14,19,570.0,0.2142542207999999,401.859288684966,265.95638930034886,239.0,331.0,1.1039725403120242,0.00018286381745719716,,,,,,,,,,,,,,,,220722_ABA
PPG14,20,600.0,0.215569599,401.1351199374509,267.21942523507664,241.0,332.0,1.1107501963484046,0.00019050481134232907,,,,,,,,,,,,,,,,220722_ABA
PPG14,21,630.0,0.2164559267999999,400.1106758755453,266.0423856013932,242.0,332.0,1.1153171147935188,0.00020715105623558884,,,,,,,,,,,,,,,,220722_ABA
PPG14,22,660.0,0.2175191437999999,397.7911283871007,267.57907815055216,243.0,332.0,1.120795477684155,0.0002298870137039326,,,,,,,,,,,,,,,,220722_ABA
PPG14,23,690.0,0.2184129988,397.7411120779607,264.8615025647491,243.0,333.0,1.125401180999292,0.00025951409189972066,,,,,,,,,,,,,,,,220722_ABA
PPG14,24,720.0,0.2208405208,398.3510621175095,266.6127679007956,245.0,336.0,1.137909301581453,0.0002819780780177264,,,,,,,,,,,,,,,,220722_ABA
PPG14,25,750.0,0.2232642792,399.3381459626538,267.7977820904518,245.0,338.0,1.1503980297286027,0.00029870256740410593,,,,,,,,,,,,,,,,220722_ABA
PPG14,26,780.0,0.2250105895999999,397.88348391303657,269.95819851212434,247.0,339.0,1.159396119573754,0.0003128296014849389,,,,,,,,,,,,,,,,220722_ABA
PPG14,27,810.0,0.2268378174,396.8854862582199,271.6195248979494,248.0,340.9340273887566,1.1688111467716444,0.0003261165370222344,,,,,,,,,,,,,,,,220722_ABA
PPG14,28,840.0,0.2292766302,395.6361098867992,273.93404435635347,250.0,341.0,1.1813774446588383,0.00033769432446204597,,,,,,,,,,,,,,,,220722_ABA
PPG14,29,870.0,0.231517854,394.0798300221397,276.59769184767583,251.0,343.0,1.19292563970795,0.0003482552293878822,,,,,,,,,,,,,,,,220722_ABA
PPG14,30,900.0,0.2340375841999999,393.23299422480665,279.00592060887107,252.0,344.0,1.2059088749478828,0.00035814856340910157,,,,,,,,,,,,,,,,220722_ABA
PPG14,31,930.0,0.2365422599999999,392.2672309347676,280.23557126444854,254.0,346.0,1.2188145404477713,0.0003711000379043597,,,,,,,,,,,,,,,,220722_ABA
PPG14,32,960.0,0.2390996262,392.592165078225,281.62949804957253,256.0,348.0,1.231991700037815,0.0003895768658366421,,,,,,,,,,,,,,,,220722_ABA
PPG14,33,990.0,0.2414801032,391.2513783611615,283.2758986083546,257.0,348.0,1.2442574151823371,0.00040945435388360315,,,,,,,,,,,,,,,,220722_ABA
PPG14,34,1020.0,0.2448748703999999,391.5596999512928,285.0498578459744,259.0,352.0,1.2617493915623514,0.00041966705450279863,,,,,,,,,,,,,,,,220722_ABA
PPG14,35,1050.0,0.2479290318,392.21759248875424,287.46326342310545,260.0,354.0,1.277486352573861,0.00042536385971595576,,,,,,,,,,,,,,,,220722_ABA
PPG14,36,1080.0,0.2516286506,393.2895034247448,287.5160713722634,262.0,358.0,1.2965491161897744,0.0004215288838865046,,,,,,,,,,,,,,,,220722_ABA
PPG14,37,1110.0,0.2545115682,395.2446441049382,289.8101185647449,264.0,360.0,1.3114037214082783,0.00041243655281399767,,,,,,,,,,,,,,,,220722_ABA
PPG14,38,1140.0,0.2571592608,396.46045267705085,292.2267557972499,265.0,361.0,1.325046299438589,0.00040204541066157556,,,,,,,,,,,,,,,,220722_ABA
PPG14,39,1170.0,0.260761026,398.5332404211023,294.5428300097931,266.0,365.0,1.3436048597442138,0.0003885541043834376,,,,,,,,,,,,,,,,220722_ABA
PPG14,40,1200.0,0.2643571457999999,397.56055097284894,293.8593806865289,268.0,367.0,1.3621343313973218,0.00037226293484361457,,,,,,,,,,,,,,,,220722_ABA
PPG14,41,1230.0,0.267074465,396.6293734650226,295.4919465360174,270.0,369.0,1.3761356694753375,0.0003579458023916448,,,,,,,,,,,,,,,,220722_ABA
PPG14,42,1260.0,0.2692159534,394.8600115385649,297.8707675010394,272.0,370.0,1.387169964996655,0.0003540524748347265,,,,,,,,,,,,,,,,220722_ABA
PPG14,43,1290.0,0.2725881389999999,393.97565099139774,295.67170460611374,273.0,372.0,1.404545586766602,0.00035707609008062884,,,,,,,,,,,,,,,,220722_ABA
PPG14,44,1320.0,0.2753863755999999,393.5649327649088,297.69171756660853,275.0,374.0,1.4189638621973566,0.00036507565643691256,,,,,,,,,,,,,,,,220722_ABA
PPG14,45,1350.0,0.2779625598,392.2305564183212,301.2282940980687,275.0,376.0,1.4322379839624562,0.00037957145871179933,,,,,,,,,,,,,,,,220722_ABA
PPG14,46,1380.0,0.2818635311999999,392.7831312113472,302.3749990271474,278.0,379.0,1.4523382428514633,0.00039133327950023475,,,,,,,,,,,,,,,,220722_ABA
PPG14,47,1410.0,0.285318516,395.4942058447944,302.82468581072646,279.0,382.0,1.4701404981916557,0.00040583350201751813,,,,,,,,,,,,,,,,220722_ABA
PPG14,48,1440.0,0.2882183698,395.5596405573844,304.6138984443912,280.0,383.0,1.4850823693677095,0.00042379911896004975,,,,,,,,,,,,,,,,220722_ABA
PPG14,49,1470.0,0.2915830282,394.7777262088984,307.22878704613765,282.0,386.0,1.502419206267635,0.000439134186350979,,,,,,,,,,,,,,,,220722_ABA
PPG14,50,1500.0,0.295875414,395.074350047334,309.5100250684497,284.0,389.0,1.524536278397797,0.00044958004903770975,,,,,,,,,,,,,,,,220722_ABA
PPG14,51,1530.0,0.3008113753999999,394.2647014072659,307.52911949465687,287.0,393.0,1.5499694569148572,0.0004540275098893602,,,,,,,,,,,,,,,,220722_ABA
PPG14,52,1560.0,0.3042437785999999,393.0033323166055,308.8321279093224,289.0,395.0,1.5676553576449823,0.0004590104229843091,,,,,,,,,,,,,,,,220722_ABA
PPG14,53,1590.0,0.3078361348,391.5345142208234,309.96210856303685,291.0,398.0,1.5861654368630795,0.00046234291040910593,,,,,,,,,,,,,,,,220722_ABA
PPG14,54,1620.0,0.3126177885999999,390.49379050494497,310.8689593688133,294.0,402.0,1.6108035255446846,0.00046157733332949927,,,,,,,,,,,,,,,,220722_ABA
PPG14,55,1650.0,0.3171058816,389.9774671941984,312.44706172588405,295.0,405.0,1.6339290042954242,0.0004576934534866684,,,,,,,,,,,,,,,,220722_ABA
PPG14,56,1680.0,0.3217369914,389.2592440899401,311.8482474969845,298.0,408.0,1.6577913955765855,0.0004497485280774533,,,,,,,,,,,,,,,,220722_ABA
PPG14,57,1710.0,0.3258092065999999,389.2033860286436,312.4852365071464,299.0,412.0,1.6787740102585975,0.0004431232804771493,,,,,,,,,,,,,,,,220722_ABA
PPG14,58,1740.0,0.3302747179999999,388.8855671877864,311.7286374733173,300.0,416.0,1.7017831343992706,0.00044017698725436856,,,,,,,,,,,,,,,,220722_ABA
PPG14,59,1770.0,0.3347759836,388.5837949446893,312.32241242349625,303.0,418.0,1.724976486672549,0.0004408598743944615,,,,,,,,,,,,,,,,220722_ABA
PPG14,60,1800.0,0.3387672813999999,388.4770195624069,313.2207454997981,304.0,422.0,1.7455421640018225,0.00044544021120826276,,,,,,,,,,,,,,,,220722_ABA
PPG14,61,1830.0,0.3433325282,388.2448181245197,314.84546296179644,307.0,424.0,1.7690651876702896,0.0004510331195200117,,,,,,,,,,,,,,,,220722_ABA
PPG14,62,1860.0,0.3482270899999999,388.4850539694911,316.2930064725892,309.0,427.0,1.794285049402228,0.00045859277871164146,,,,,,,,,,,,,,,,220722_ABA
PPG14,63,1890.0,0.3529259446,388.6856963328296,317.9763212922975,311.0,431.72678527372193,1.818496504513589,0.0004646677417701697,,,,,,,,,,,,,,,,220722_ABA
PPG14,64,1920.0,0.3577508798,389.2364581004005,318.988419064557,313.0,434.0,1.843357606197822,0.00046601592423587085,,,,,,,,,,,,,,,,220722_ABA
PPG14,65,1950.0,0.3629446477999999,389.36580380617215,319.3173370489594,316.0,438.0,1.870119166513143,0.0004631396410149186,,,,,,,,,,,,,,,,220722_ABA
PPG14,66,1980.0,0.3682287421999999,389.4035515113936,320.0383889989721,318.0,441.0,1.8973461452687304,0.0004560830672285667,,,,,,,,,,,,,,,,220722_ABA
PPG14,67,2010.0,0.3738590878,389.4475316395132,319.637760750564,321.0,445.0,1.9263572280453396,0.0004439859353091651,,,,,,,,,,,,,,,,220722_ABA
PPG14,68,2040.0,0.3784036348,388.39359579043,320.5445324044117,323.0,449.0,1.9497735933212448,0.00043409686212101886,,,,,,,,,,,,,,,,220722_ABA
PPG14,69,2070.0,0.3829764088,387.9659417186731,321.1462073454192,326.0,451.0,1.9733354018597344,0.00042826904724768786,,,,,,,,,,,,,,,,220722_ABA
PPG14,70,2100.0,0.3879405971999999,387.8424182278221,321.6594349205384,327.0,454.7974564568677,1.998914023639378,0.0004252875565427626,,,,,,,,,,,,,,,,220722_ABA
PPG14,71,2130.0,0.3929631214,387.6852196092361,322.50607054050033,330.0,458.0,2.0247932281616943,0.0004218285845299161,,,,,,,,,,,,,,,,220722_ABA
PPG14,72,2160.0,0.3978332197999999,388.0035695141552,323.40846080928327,332.0,462.0,2.04988703906606,0.00041786317487109843,,,,,,,,,,,,,,,,220722_ABA
PPG14,73,2190.0,0.4031907044,388.090166829576,324.4308283311097,334.0,466.95909902576665,2.0774921703043643,0.0004131341810977137,,,,,,,,,,,,,,,,220722_ABA
PPG14,74,2220.0,0.4082696826,388.316765187177,325.0302610351388,337.0,470.0,2.1036622613518468,0.00040431374530205716,,,,,,,,,,,,,,,,220722_ABA
PPG14,75,2250.0,0.4129779462,388.7082243609707,325.92692271455905,338.0,474.0,2.127922197550735,0.00039208932868230493,,,,,,,,,,,,,,,,220722_ABA
PPG14,76,2280.0,0.417976007,388.59060537630455,326.617404102775,341.0,477.0,2.153675351245479,0.0003773429464045698,,,,,,,,,,,,,,,,220722_ABA
PPG14,77,2310.0,0.4234125271999999,387.9318515492894,325.8436833791643,342.0,482.0,2.181687723619016,0.0003565721126045436,,,,,,,,,,,,,,,,220722_ABA
PPG14,78,2340.0,0.4273078532,386.91666377840767,327.07908687387953,345.0,484.0,2.201758893855507,0.00033802760291698226,,,,,,,,,,,,,,,,220722_ABA
PPG14,79,2370.0,0.4314779219999999,386.1780985322765,327.41515658843514,346.0,488.0,2.223245711847808,0.0003236406316965452,,,,,,,,,,,,,,,,220722_ABA
PPG14,80,2400.0,0.4358211164,385.4324599866536,328.269025051639,346.0,491.0,2.24562458185062,0.00031018285150313926,,,,,,,,,,,,,,,,220722_ABA
PPG14,81,2430.0,0.4403393182,385.2152671130685,327.4909989635411,348.0,494.0,2.268905200081448,0.00029796222161466925,,,,,,,,,,,,,,,,220722_ABA
PPG14,82,2460.0,0.4440784548,385.5886332822551,327.79750010097507,350.0,497.0,2.2881715842649784,0.00028978056153269177,,,,,,,,,,,,,,,,220722_ABA
PPG14,83,2490.0,0.4471683703999999,385.0671979514451,329.2858907454864,350.0,500.0,2.304092773409093,0.00028355543230449364,,,,,,,,,,,,,,,,220722_ABA
PPG14,84,2520.0,0.4518446434,385.10963360513534,326.2059285426619,353.0,503.0,2.3281878739103874,0.00027551640811496636,,,,,,,,,,,,,,,,220722_ABA
PPG14,85,2550.0,0.455376782,385.1374507677063,325.7713568547513,354.0,505.0,2.346387674168307,0.00026920778386886905,,,,,,,,,,,,,,,,220722_ABA
PPG14,86,2580.0,0.4584685793999999,385.426611186953,329.0339862353952,354.0,507.9522633943831,2.362318559529927,0.0002644550631954128,,,,,,,,,,,,,,,,220722_ABA
PPG14,87,2610.0,0.4632709329999999,384.36304398427086,327.0429858265961,355.0,511.0,2.387063306604093,0.0002537469192348792,,,,,,,,,,,,,,,,220722_ABA
PPG14,88,2640.0,0.4668294168,385.021171201079,325.6584671068932,357.0,513.55038876817,2.4053988539070907,0.0002446104177113239,,,,,,,,,,,,,,,,220722_ABA
PPG14,89,2670.0,0.4692719931999999,384.94983259757976,329.67748723068166,356.0,515.0,2.417984544229296,0.00024034479626239158,,,,,,,,,,,,,,,,220722_ABA
PPG14,90,2700.0,0.4732971633999999,384.74841302128505,326.1697260801513,358.0,518.0,2.4387247534736693,0.0002365537365793457,,,,,,,,,,,,,,,,220722_ABA
PPG14,91,2730.0,0.476255353,385.5319195190917,326.31975919625523,359.0,520.6961814022982,2.453967207392396,0.00023540594806104428,,,,,,,,,,,,,,,,220722_ABA
PPG14,92,2760.0,0.4793829045999999,385.5703200264934,329.7910558183989,359.0,523.0,2.470082320886622,0.00023520318185497904,,,,,,,,,,,,,,,,220722_ABA
PPG14,93,2790.0,0.4837825529999999,385.72006574995874,327.0783436224326,362.0,526.0,2.4927520774146004,0.00023495740313380772,,,,,,,,,,,,,,,,220722_ABA
PPG14,94,2820.0,0.4867294518,386.09229416108127,328.3312845613185,362.0,529.0,2.5079363540282933,0.00023699263394630856,,,,,,,,,,,,,,,,220722_ABA
PPG14,95,2850.0,0.4897591497999999,386.2039368342319,328.225214899967,362.0,530.7619488989543,2.5235472642122305,0.00024200008298531586,,,,,,,,,,,,,,,,220722_ABA
PPG14,96,2880.0,0.4933289244,386.301615604626,330.8053432853072,363.0,532.0,2.541940988820261,0.0002460980265525708,,,,,,,,,,,,,,,,220722_ABA
PPG14,97,2910.0,0.49792428,385.54143310317215,329.6788783343583,365.0,535.0,2.565619151968817,0.00024493139705223006,,,,,,,,,,,,,,,,220722_ABA
PPG14,98,2940.0,0.501151567,386.6550338558888,329.4380824019024,366.0,538.0,2.582248164990837,0.00024321989749704487,,,,,,,,,,,,,,,,220722_ABA
PPG14,99,2970.0,0.5043487452000001,386.3209668045387,330.28359070889616,367.0,539.0,2.5987220385327685,0.0002439108910288494,,,,,,,,,,,,,,,,220722_ABA
PPG14,100,3000.0,0.5078394842,385.8322817788173,332.0588489386572,367.0,540.0,2.616708522005565,0.00024236581775471065,,,,,,,,,,,,,,,,220722_ABA
PPG14,101,3030.0,0.5121619788,385.9022601288035,333.5568016405384,368.0,543.0,2.6389807336158166,0.00023838300645932908,,,,,,,,,,,,,,,,220722_ABA
PPG14,102,3060.0,0.5168758877999999,386.30276053321336,331.9723377801223,370.0,546.0,2.6632697584672216,0.00023084836914709245,,,,,,,,,,,,,,,,220722_ABA
PPG14,103,3090.0,0.5192657737999999,386.0752455374739,332.6740109616599,369.0,547.0,2.6755839546992712,0.0002229853864444456,,,,,,,,,,,,,,,,220722_ABA
PPG14,104,3120.0,0.5224591883999999,386.9500772482619,332.6148550223199,369.0,549.9037752850554,2.692038435806192,0.00021674505555715776,,,,,,,,,,,,,,,,220722_ABA
PPG14,105,3150.0,0.5260703626,388.3431636304935,333.717722397232,369.0,552.0,2.710645477199344,0.0002101223008334896,,,,,,,,,,,,,,,,220722_ABA
PPG14,106,3180.0,0.529689064,389.4928443290599,334.87467303297603,369.0,554.0,2.7292913034625195,0.00020437878486737542,,,,,,,,,,,,,,,,220722_ABA
PPG14,107,3210.0,0.532841079,390.7525240726891,336.64280705858323,369.0,557.0,2.7455324677843174,0.00020002487964789295,,,,,,,,,,,,,,,,220722_ABA
PPG14,108,3240.0,0.5368380222,391.31444317060726,335.8060684992726,368.0,558.6080958494422,2.766127233766108,0.0001975594890010242,,,,,,,,,,,,,,,,220722_ABA
PPG14,109,3270.0,0.5389249384,393.0203913521566,337.4206478765072,366.0,560.0,2.776880338979764,0.0001974711378426483,,,,,,,,,,,,,,,,220722_ABA
PPG14,110,3300.0,0.5423968593999999,394.2747249338447,338.70807966144685,366.0,562.9957588311379,2.7947698602775053,,,,,,,,,,,,,,,,,220722_ABA
PPG15,0,0.0,0.3780555017999999,408.6748622538533,190.74906202427127,310.0,423.0,1.0,-3.2460875001298863e-06,309.00337817793417,9.0,0.028127036182853483,0.0,0.10651743021736482,465.0,1139.4156972665448,14.0,0.07168805616251438,ExpDel,309.00337817793417,9.0,2486.2263452545058,0.3814822676458671,0.998,220722_ABA
PPG15,1,30.0,0.3785729967999999,420.2979990505104,229.086999900592,317.0,431.0,1.0013688334055082,2.1258481738174243e-05,,,,,,,,,,,,,,,,220722_ABA
PPG15,2,60.0,0.3780686743999999,437.016090832675,242.556458864438,314.0,424.8965935418568,1.0000348430321402,4.587229688735577e-05,,,,,,,,,,,,,,,,220722_ABA
PPG15,3,90.0,0.3800520916,462.2477834149933,241.6734386735372,307.0,420.0,1.0052812081572515,7.055718984980921e-05,,,,,,,,,,,,,,,,220722_ABA
PPG15,4,120.0,0.3793482983999999,472.38826557056507,249.49289279159203,308.0,422.6466772054623,1.0034195947257605,9.527195044573799e-05,,,,,,,,,,,,,,,,220722_ABA
PPG15,5,150.0,0.3801461816,439.21029915927824,248.6605970179163,314.0,414.0,1.0055300869582533,0.00011997221967319867,,,,,,,,,,,,,,,,220722_ABA
PPG15,6,180.0,0.3824626774,426.9538096309339,249.8047899634689,327.0,411.0,1.0116574830389098,0.00014480793166683287,,,,,,,,,,,,,,,,220722_ABA
PPG15,7,210.0,0.3849654714,447.4684958441764,250.9068379345336,330.0,411.0,1.0182776591455494,0.0001674543111701839,,,,,,,,,,,,,,,,220722_ABA
PPG15,8,240.0,0.3859722343999999,445.39227991577786,253.06278904649307,329.0,411.0,1.0209406623162651,0.00019213102063065057,,,,,,,,,,,,,,,,220722_ABA
PPG15,9,270.0,0.3872029316,444.3448204090098,254.6330701506945,327.0,413.0,1.0241959970333647,0.00021929517161224714,,,,,,,,,,,,,,,,220722_ABA
PPG15,10,300.0,0.390068913,443.98318200682223,256.1097780544973,328.0,415.0,1.03177684531187,0.00024506956881361177,,,,,,,,,,,,,,,,220722_ABA
PPG15,11,330.0,0.3937685318,444.6790555575633,257.87313365199185,330.0,418.0,1.0415627597672483,0.0002625262213591621,,,,,,,,,,,,,,,,220722_ABA
PPG15,12,360.0,0.3968753836,444.77574279124354,259.29243775908094,330.0,420.0,1.0497807377763178,0.0002746044828213346,,,,,,,,,,,,,,,,220722_ABA
